,index,Ticker,Stock Price,4 Week Change,4 Week Percentile,12 Week Change,12 Week Percentile,26 Week Change,26 Week Percentile,52 Week Change,52 Week Percentile,HQM Score
428,428,TTWO,196.2,-0.07391639633330481,0.948207171314741,0.14244768450554293,0.9681274900398407,0.4987406164177179,0.9760956175298804,0.6925215431164842,0.944223107569721,0.9591633466135457
3,3,ABMD,322.0,-0.1280937562157913,0.8884462151394422,0.09632319291428615,0.948207171314741,0.8143146649507489,0.9960159362549801,0.9750713803203201,0.9701195219123505,0.9506972111553784
298,298,MKTX,543.6,-0.11387121316581078,0.902390438247012,0.4323853666887091,0.99800796812749,0.42042949018199227,0.9641434262948207,0.5966628329291924,0.9223107569721115,0.9467131474103586
484,484,WST,296.7,-0.16415211147173497,0.8406374501992032,0.22531606190444659,0.9880478087649402,0.570862796668434,0.9880478087649402,0.6400651878372331,0.9342629482071714,0.9377490039840638
159,159,EBAY,62.8,-0.16954098228913625,0.8346613545816733,0.1154152944366449,0.9581673306772909,0.5595648957557265,0.9860557768924303,0.6444680764279533,0.9362549800796813,0.928784860557769
5,5,ATVI,102.2,-0.1314062476158142,0.8824701195219123,0.13999998569488525,0.9661354581673307,0.2984374761581421,0.9342629482071714,0.5750000476837158,0.9123505976095617,0.923804780876494
25,25,AMZN,3328.2,-0.15006273884245305,0.852589641434263,0.10949328378026868,0.952191235059761,0.53613850305326,0.9820717131474104,0.5094049300733476,0.8864541832669324,0.9183266932270917
67,67,BIO,651.5,-0.12239960502539239,0.8944223107569721,0.11902608739245887,0.9601593625498007,0.24959054507898373,0.896414342629482,0.5572151425434294,0.9043824701195219,0.9138446215139442
359,359,PYPL,290.8,-0.2529608849424617,0.6772908366533865,0.17953118763493445,0.9800796812749004,0.6244384904604526,0.99203187250996,1.3435433530388117,0.99203187250996,0.9103585657370518
320,320,MPWR,375.8,-0.23052261892089868,0.7310756972111554,0.09181793643071999,0.944223107569721,0.45664451215811974,0.9721115537848606,1.1392480996564907,0.9840637450199203,0.9078685258964143
430,430,TGT,191.4,-0.1305598018138037,0.8864541832669324,0.014205989132661207,0.8924302788844622,0.2957889626675139,0.9302788844621515,0.596651479058035,0.9203187250996017,0.9073705179282869
173,173,ETSY,220.8,-0.2783599845476354,0.6155378486055777,0.5008273243142172,1.0,1.366979351679603,1.0,3.1785255896824887,0.99800796812749,0.9033864541832669
392,392,REGN,477.0,0.21511244726286832,1.0,0.43022489452573665,0.9960159362549801,0.4901287711158787,0.9741035856573705,0.17845863069251366,0.6334661354581673,0.9008964143426295
398,398,ROL,36.5,-0.0738053708492621,0.950199203187251,0.007255416545459126,0.8844621513944223,0.3832874462582946,0.9601593625498007,0.3438829226783698,0.7928286852589642,0.8969123505976095
80,80,COG,18.0,0.20521169643310905,0.99800796812749,0.2149836583094977,0.9840637450199203,0.27100975531140664,0.9143426294820718,0.20912045633221713,0.6713147410358566,0.8919322709163346
273,273,KLAC,325.1,-0.21087864994468802,0.7788844621513944,0.05648533637694334,0.9243027888446216,0.24542735690142795,0.8904382470119522,0.9765093090012352,0.9721115537848606,0.8914342629482072
438,438,TMO,488.8,-0.098434764067681,0.9262948207171314,0.0036600934216029874,0.8784860557768924,0.24906270551417753,0.8944223107569721,0.42492408745575516,0.850597609561753,0.8874501992031872
329,329,NFLX,548.2,-0.18272020409144268,0.8227091633466135,0.14494821815293069,0.9701195219123505,0.2663471439341807,0.9103585657370518,0.3995336028578368,0.8346613545816733,0.8844621513944223
274,274,KHC,38.9,-0.13603207628949324,0.8705179282868527,0.05032819682446626,0.9223107569721115,0.27972283205517096,0.9183266932270917,0.36688546454964416,0.8167330677290836,0.8819721115537849
409,409,NOW,575.8,-0.21187736800027807,0.7749003984063745,0.042188428707033154,0.9143426294820718,0.26962090724728055,0.9123505976095617,0.6170736570545029,0.9243027888446216,0.8814741035856574
110,110,CLX,189.6,0.16312358578293892,0.9940239043824701,0.2560760736663895,0.9900398406374502,0.3591399608422495,0.9561752988047809,0.13936775987088074,0.5776892430278885,0.8794820717131474
440,440,TSCO,171.3,-0.26757573599767204,0.6394422310756972,0.07909092758641098,0.9422310756972112,0.5507071138632418,0.9840637450199203,0.7307070337160669,0.950199203187251,0.8789840637450199
163,163,EA,147.4,-0.1739010841984755,0.8286852589641434,0.07252752765271331,0.9382470119521912,0.3033883315813206,0.9402390438247012,0.33653847094353395,0.7888446215139442,0.874003984063745
311,311,MTD,1150.5,-0.07315427619379282,0.952191235059761,-0.08718673013200219,0.745019920318725,0.25490142053649273,0.898406374501992,0.5428453230405509,0.896414342629482,0.87300796812749
457,457,UPS,161.1,-0.0678061701078354,0.9561752988047809,-0.13889932803579566,0.6713147410358566,0.5059166139017051,0.9800796812749004,0.5077008661239775,0.8844621513944223,0.87300796812749
45,45,AAPL,129.7,-0.22987821551718388,0.7350597609561753,-0.033593442579216606,0.8306772908366534,0.5717452758730095,0.9900398406374502,0.6218545122284693,0.9302788844621515,0.8715139442231076
285,285,LLY,201.1,0.007676030548525528,0.9721115537848606,0.11535214706205986,0.9561752988047809,0.05295777656662632,0.7111553784860558,0.41492956457003743,0.8426294820717132,0.8705179282868526
1,1,ABT,125.4,-0.10400177530475534,0.9183266932270917,0.03753108443573313,0.9083665338645419,0.14616776440194854,0.8227091633466135,0.39091117102582584,0.8326693227091633,0.8705179282868526
132,132,DHR,237.4,-0.20042428689723568,0.7988047808764941,0.008735861745045297,0.8904382470119522,0.28266569702038474,0.9223107569721115,0.44290536265618335,0.8605577689243027,0.8680278884462151
