,index,Ticker,Stock Price,4 Week Change,4 Week Percentile,12 Week Change,12 Week Percentile,26 Week Change,26 Week Percentile,52 Week Change,52 Week Percentile,HQM Score
0,0,MMM,202.4,0.0335929458060193,N/A,0.13637387124877778,N/A,0.24628700307797882,N/A,0.36738276772928846,N/A,N/A
1,1,ABT,118.7,-0.033005488313803365,N/A,-0.07236995311935329,N/A,0.1067174658826307,N/A,0.23815964740396092,N/A,N/A
2,2,ABBV,116.0,0.06958047213416906,N/A,0.10829181629844344,N/A,0.311614730878187,N/A,0.31683729227151025,N/A,N/A
3,3,ABMD,295.7,-0.10049399502814207,N/A,-0.09608353392752586,N/A,0.16464583264728158,N/A,0.5866252522467703,N/A,N/A
4,4,ACN,291.1,0.02212326460832975,N/A,0.13228724665829142,N/A,0.3239928949856594,N/A,0.5460861399762476,N/A,N/A
5,5,ATVI,93.0,-0.02809101740877011,N/A,-0.08679312897344403,N/A,0.24083771149724767,N/A,0.2961444331810445,N/A,N/A
6,6,ADBE,483.6,-0.050751612299782846,N/A,-0.020266990268988924,N/A,0.098417782857563,N/A,0.3298413594176923,N/A,N/A
7,7,AMD,77.8,-0.01720918868684224,N/A,-0.15953929423094243,N/A,0.05502009073975307,N/A,0.48166947910052893,N/A,N/A
8,8,AAP,204.1,0.09103034643418528,N/A,0.3380669098060863,N/A,0.350706794989134,N/A,0.6235508754720968,N/A,N/A
9,9,AES,25.4,-0.08675633411642243,N/A,-0.09603924658861714,N/A,0.2895000457763672,N/A,1.0798388474937823,N/A,N/A
10,10,AFL,56.1,0.07305411413159647,N/A,0.19586536231983034,N/A,0.5796734202487178,N/A,0.547435278755386,N/A,N/A
11,11,A,132.4,0.0069940036643126105,N/A,0.04625715255718543,N/A,0.27232988041119566,N/A,0.6798393606125109,N/A,N/A
12,12,APD,293.6,0.019080364494068174,N/A,0.11514105317800973,N/A,0.01346396916073627,N/A,0.2444320417584206,N/A,N/A
13,13,AKAM,110.1,0.059977009643732676,N/A,0.09075697955571524,N/A,0.15655986204181427,N/A,0.08754537464303434,N/A,N/A
14,14,ALK,67.0,-0.03303901530181415,N/A,0.17963863630805707,N/A,0.7742357124039261,N/A,1.3942172096108847,N/A,N/A
15,15,ALB,152.8,0.09516758120468025,N/A,-0.011661796501841036,N/A,0.6802974739171443,N/A,1.532607022890321,N/A,N/A
16,16,ARE,176.5,0.04096297730860399,N/A,0.02935399227273609,N/A,0.1498838206503266,N/A,0.17197368019505552,N/A,N/A
17,17,ALXN,169.8,0.10863200034065026,N/A,0.07601485783527116,N/A,0.4841939385016196,N/A,0.6817643461080148,N/A,N/A
18,18,ALGN,584.7,0.004549841261253174,N/A,-0.018438908624392094,N/A,0.3051653949677816,N/A,1.7920672810767877,N/A,N/A
19,19,ALLE,140.1,0.09208291324669148,N/A,0.19440214314630264,N/A,0.3914884940149727,N/A,0.38916207293530075,N/A,N/A
20,20,LNT,56.5,0.04090998762795175,N/A,0.17498448131572533,N/A,0.0008820436226691671,N/A,0.18232964563379336,N/A,N/A
21,21,ALL,132.6,0.10965678159000701,N/A,0.26649424610104916,N/A,0.45500541569498204,N/A,0.31223329006300704,N/A,N/A
22,22,GOOGL,2337.3,0.04324818377879056,N/A,0.12262349405558146,N/A,0.4479474545725228,N/A,0.6989540067543681,N/A,N/A
23,23,GOOG,2381.3,0.057963948159192175,N/A,0.14000210014927303,N/A,0.47518182209924326,N/A,0.7093695571121446,N/A,N/A
24,24,MO,49.4,-0.0238420451370324,N/A,0.1509216361007467,N/A,0.3692434591482831,N/A,0.3595535786873683,N/A,N/A
25,25,AMZN,3306.3,-0.03187938017003676,N/A,0.004240810398122975,N/A,0.0955673290618258,N/A,0.38325606247658867,N/A,N/A
26,26,AMCR,12.4,0.05687606888637472,N/A,0.08260867906653363,N/A,0.14746537986560665,N/A,0.40996601549682976,N/A,N/A
27,27,AEE,85.1,0.032814834925788655,N/A,0.15966163717980592,N/A,0.02127153337261877,N/A,0.19926619566694323,N/A,N/A
28,28,AAL,21.4,-0.024822671950315595,N/A,0.2738853165524945,N/A,0.9660411818573469,N/A,1.178217739512463,N/A,N/A
29,29,AEP,87.3,0.005419755697500142,N/A,0.10914644147610973,N/A,-0.04428368702038745,N/A,0.09178564707028769,N/A,N/A
30,30,AXP,156.8,0.0889786269306172,N/A,0.2265082681403253,N/A,0.702141254071495,N/A,0.8631195630618218,N/A,N/A
31,31,AIG,50.1,0.09638038407278465,N/A,0.23647335120773863,N/A,0.5775037726708511,N/A,0.8580762266536713,N/A,N/A
32,32,AMT,244.0,0.01843550095715138,N/A,0.0893525367912847,N/A,0.05995973990591165,N/A,0.0383034269987999,N/A,N/A
33,33,AWK,153.2,-0.01698731952537813,N/A,-0.05516728328443047,N/A,-0.009915740434455195,N/A,0.2943319990888423,N/A,N/A
34,34,AMP,262.4,0.09190678296436967,N/A,0.21813092289994515,N/A,0.6153846082471692,N/A,1.1148793297163002,N/A,N/A
35,35,ABC,117.6,0.0319330411207549,N/A,0.14907777390835572,N/A,0.221548389206142,N/A,0.33340690009045176,N/A,N/A
36,36,AME,135.8,0.04148340054135952,N/A,0.12796716083001797,N/A,0.34281809268412883,N/A,0.6498078490560365,N/A,N/A
37,37,AMGN,251.3,0.01704344796014193,N/A,0.07166645385456324,N/A,0.154398069857826,N/A,0.08257388120628255,N/A,N/A
38,38,APH,66.9,0.00412794886832338,N/A,0.002354726553280797,N/A,0.1838011782564576,N/A,0.5209915691610255,N/A,N/A
