,index,Ticker,Stock Price,4 Week Change,4 Week Percentile,12 Week Change,12 Week Percentile,26 Week Change,26 Week Percentile,52 Week Change,52 Week Percentile,HQM Score
317,317,MRNA,353.6000061035156,0.5153853246465347,1.0,1.1673307957821208,1.0,1.270596646789643,1.0,3.771930005194372,1.0,1.0
276,276,LB,80.06999969482422,0.0896842138925786,0.9464285714285714,0.1899241879241505,0.9325396825396826,1.1329248199806399,0.998015873015873,2.2802130354504304,0.998015873015873,0.96875
87,87,CARR,55.25,0.14697949138846117,0.9841269841269842,0.23215878260453815,0.9583333333333333,0.5249793181915576,0.9781746031746031,1.0282672710805263,0.9226190476190476,0.9608134920634921
197,197,FTNT,272.239990234375,0.08397370834332259,0.9265873015873016,0.28554556708661183,0.9761904761904762,0.8669591041034023,0.994047619047619,0.9684742171154622,0.9146825396825397,0.9528769841269841
222,222,HCA,248.1999969482422,0.1552783521643915,0.9880952380952381,0.17898533113753284,0.9166666666666667,0.5806902954706703,0.9861111111111112,0.9598862771988459,0.9087301587301587,0.9499007936507937
98,98,CRL,406.9200134277344,0.07807656714166122,0.9186507936507937,0.18791425464498848,0.9285714285714286,0.6092063957179084,0.9880952380952381,1.0449268917765488,0.9265873015873016,0.9404761904761905
91,91,CBRE,96.45999908447266,0.13562510374323558,0.9801587301587301,0.11001147745373484,0.8253968253968255,0.5394190762746468,0.9821428571428571,1.2017803255144377,0.9543650793650794,0.935515873015873
17,17,ALGN,695.7999877929688,0.15071031712905927,0.9861111111111112,0.16288390641303663,0.9087301587301587,0.36527738755550637,0.8472222222222223,1.3681164333549996,0.9682539682539683,0.9275793650793651
483,483,WAT,389.80999755859375,0.08561001923677414,0.9285714285714286,0.2388686004133088,0.9642857142857143,0.4656715674636892,0.9424603174603174,0.828806046074314,0.8650793650793651,0.9250992063492064
434,434,TGT,261.04998779296875,0.06355669602235163,0.873015873015873,0.21582590298577203,0.9444444444444444,0.4642696296859281,0.9404761904761905,1.073800393142927,0.9325396825396826,0.9226190476190477
346,346,NUE,104.0199966430664,0.123932935851921,0.9742063492063493,0.05326037255021777,0.6865079365079364,1.0264950892741687,0.996031746031746,1.4796184684449976,0.9801587301587301,0.9092261904761905
316,316,MAA,193.10000610351562,0.10996151490821483,0.9682539682539683,0.2297013793836588,0.9543650793650794,0.46587726688240333,0.9444444444444444,0.6201023756035536,0.7698412698412699,0.9092261904761905
401,401,RHI,98.20999908447266,0.1393271758865808,0.9821428571428571,0.08735606085371338,0.7817460317460317,0.4998471907389315,0.9623015873015873,0.9306074532452111,0.8968253968253969,0.9057539682539683
252,252,INTU,529.969970703125,0.05788763680810878,0.8452380952380952,0.321489027057412,0.9900793650793651,0.45953014811754334,0.9384920634920636,0.7298364041831505,0.8273809523809524,0.9002976190476191
327,327,MSCI,595.9600219726562,0.08352423695515344,0.9246031746031745,0.2356368828955399,0.9623015873015873,0.5151269322245813,0.9742063492063493,0.5850843251194205,0.7380952380952381,0.8998015873015873
21,21,GOOGL,2694.530029296875,0.06764798207687847,0.9007936507936507,0.1456676464069931,0.8869047619047619,0.481373830965355,0.9563492063492063,0.8109009830436336,0.8551587301587301,0.8998015873015872
445,445,TT,203.61000061035156,0.10071361938105473,0.9603174603174603,0.10850396738500166,0.8194444444444444,0.4666138293229233,0.9464285714285714,0.8200589578207771,0.8571428571428571,0.8958333333333333
15,15,ALB,206.0399932861328,0.2223540357759587,0.998015873015873,0.26622413803127487,0.9702380952380952,0.22025458003132908,0.5892857142857143,1.4986659662106454,0.9821428571428571,0.8849206349206349
206,206,IT,264.7300109863281,0.040687184153029854,0.7202380952380952,0.13132483327490652,0.8650793650793651,0.7464705620031997,0.992063492063492,1.1239570946942286,0.9404761904761905,0.8794642857142857
321,321,MPWR,449.260009765625,0.17159552437494713,0.994047619047619,0.3105983213240314,0.9861111111111112,0.27721395811122956,0.7182539682539683,0.6952567571426861,0.8115079365079364,0.8774801587301587
487,487,WST,411.7300109863281,0.11582975658717876,0.9702380952380952,0.23390679700231187,0.9603174603174603,0.40411961791156864,0.8988095238095238,0.5313349145071945,0.6666666666666667,0.8740079365079365
324,324,MS,95.9800033569336,0.06396191476576676,0.875,0.09441284717008609,0.7976190476190476,0.4028062836239201,0.8968253968253969,0.963584313821589,0.9107142857142857,0.8700396825396826
250,250,IPG,35.36000061035156,0.09169500699812645,0.9484126984126984,0.05646845893986296,0.6964285714285714,0.43273906698194076,0.9226190476190476,0.9590028867009504,0.9067460317460317,0.8685515873015872
453,453,UDR,54.9900016784668,0.09172131912946138,0.9503968253968255,0.1879455733607721,0.9305555555555556,0.44103778559621887,0.9285714285714286,0.5190607878319169,0.6607142857142857,0.8675595238095238
102,102,CMG,1863.43994140625,0.1896246198283031,0.996031746031746,0.30671426499901305,0.9841269841269842,0.27079295672371123,0.7043650793650794,0.6131444010089325,0.7678571428571429,0.8630952380952381
144,144,DFS,124.31999969482422,0.05561690785819885,0.8313492063492063,0.04068307925329009,0.6567460317460317,0.5127768220146187,0.9722222222222223,1.5150717970318677,0.9841269841269842,0.8611111111111112
152,152,DOV,167.1199951171875,0.10991556742992024,0.9662698412698413,0.09293042387519945,0.7956349206349206,0.40507812079049094,0.9027777777777777,0.6236276558991126,0.7757936507936507,0.8601190476190476
46,46,APTV,166.85000610351562,0.05869289112796334,0.8551587301587301,0.12152988715347847,0.8452380952380952,0.30392315799697506,0.7698412698412699,1.145980785897307,0.9464285714285714,0.8541666666666666
