Date,Open,High,Low,Close,Volume,NotSure
2021.05.03 10:35,1.20344,1.20369,1.20337,1.20344,151,0
2021.05.03 10:40,1.20343,1.20392,1.20338,1.20391,156,0
2021.05.03 10:45,1.20389,1.20409,1.20373,1.20403,203,0
2021.05.03 10:50,1.20403,1.20409,1.20376,1.20399,160,0
2021.05.03 10:55,1.20399,1.20423,1.20355,1.20355,172,0
2021.05.03 11:00,1.20355,1.20372,1.20329,1.20351,267,0
2021.05.03 11:05,1.2035,1.20354,1.20319,1.20338,170,0
2021.05.03 11:10,1.20339,1.20343,1.20314,1.20337,188,0
2021.05.03 11:15,1.20335,1.20371,1.20328,1.20329,196,0
2021.05.03 11:20,1.20329,1.20339,1.20318,1.20332,107,0
2021.05.03 11:25,1.20333,1.20351,1.20333,1.2035,95,0
2021.05.03 11:30,1.20349,1.20421,1.20341,1.2041,183,0
2021.05.03 11:35,1.2041,1.2043,1.20406,1.20419,176,0
2021.05.03 11:40,1.20418,1.20445,1.20404,1.20438,146,0
2021.05.03 11:45,1.20438,1.20442,1.20418,1.20431,123,0
2021.05.03 11:50,1.2043,1.20487,1.20426,1.20483,198,0
2021.05.03 11:55,1.20483,1.20495,1.20466,1.20471,196,0
2021.05.03 12:00,1.20474,1.20509,1.20467,1.20504,195,0
2021.05.03 12:05,1.20504,1.20556,1.20501,1.20546,299,0
2021.05.03 12:10,1.20547,1.20548,1.20516,1.20536,268,0
2021.05.03 12:15,1.20536,1.20557,1.20527,1.20546,126,0
2021.05.03 12:20,1.20546,1.20551,1.20501,1.20506,154,0
2021.05.03 12:25,1.20505,1.20536,1.20505,1.20518,119,0
2021.05.03 12:30,1.20517,1.20522,1.2048,1.20491,162,0
2021.05.03 12:35,1.20491,1.20508,1.20473,1.20487,194,0
2021.05.03 12:40,1.20487,1.20491,1.20463,1.20477,128,0
2021.05.03 12:45,1.20478,1.20488,1.20468,1.20482,103,0
2021.05.03 12:50,1.20482,1.20492,1.20475,1.20478,78,0
2021.05.03 12:55,1.2048,1.20529,1.20475,1.20514,71,0
2021.05.03 13:00,1.20514,1.20522,1.20493,1.20494,106,0
2021.05.03 13:05,1.20494,1.20506,1.20486,1.20496,94,0
2021.05.03 13:10,1.20496,1.20513,1.20494,1.20504,151,0
2021.05.03 13:15,1.20503,1.20544,1.20501,1.20524,104,0
2021.05.03 13:20,1.20523,1.20551,1.20517,1.20543,130,0
2021.05.03 13:25,1.20543,1.2056,1.20532,1.20547,171,0
2021.05.03 13:30,1.20547,1.20551,1.20528,1.20536,165,0
2021.05.03 13:35,1.20536,1.20548,1.2053,1.20531,134,0
2021.05.03 13:40,1.20531,1.20532,1.20515,1.20521,83,0
2021.05.03 13:45,1.20521,1.20548,1.20515,1.20544,181,0
2021.05.03 13:50,1.20544,1.2056,1.20543,1.20546,121,0
2021.05.03 13:55,1.2055,1.20575,1.20541,1.20572,129,0
2021.05.03 14:00,1.20571,1.20572,1.20547,1.20561,116,0
2021.05.03 14:05,1.20561,1.20577,1.20532,1.20547,114,0
2021.05.03 14:10,1.20547,1.20552,1.20534,1.20541,113,0
2021.05.03 14:15,1.20541,1.20552,1.20531,1.20538,143,0
2021.05.03 14:20,1.20538,1.20542,1.20519,1.20529,98,0
2021.05.03 14:25,1.20529,1.20538,1.20509,1.20514,161,0
2021.05.03 14:30,1.20514,1.20528,1.20503,1.20527,167,0
2021.05.03 14:35,1.20527,1.20531,1.20515,1.20518,107,0
2021.05.03 14:40,1.20518,1.20526,1.20493,1.20506,192,0
2021.05.03 14:45,1.20508,1.20514,1.20488,1.20493,177,0
2021.05.03 14:50,1.20493,1.20493,1.20469,1.20481,219,0
2021.05.03 14:55,1.20482,1.20511,1.20448,1.20457,221,0
2021.05.03 15:00,1.20457,1.20472,1.20425,1.20467,237,0
2021.05.03 15:05,1.20471,1.20477,1.20458,1.20476,199,0
2021.05.03 15:10,1.20483,1.20483,1.20422,1.2043,156,0
2021.05.03 15:15,1.2043,1.20471,1.20417,1.20471,187,0
2021.05.03 15:20,1.20471,1.20524,1.20463,1.20521,284,0
2021.05.03 15:25,1.20522,1.2054,1.20492,1.20516,243,0
2021.05.03 15:30,1.20516,1.20536,1.2048,1.20482,295,0
2021.05.03 15:35,1.20483,1.20493,1.20454,1.20462,226,0
2021.05.03 15:40,1.20467,1.20481,1.20456,1.20466,200,0
2021.05.03 15:45,1.20466,1.20473,1.20427,1.20442,192,0
2021.05.03 15:50,1.20442,1.20473,1.2044,1.2044,179,0
2021.05.03 15:55,1.20445,1.20464,1.20421,1.2043,190,0
2021.05.03 16:00,1.2043,1.20485,1.20425,1.2047,277,0
2021.05.03 16:05,1.2047,1.20496,1.20461,1.2049,220,0
2021.05.03 16:10,1.2049,1.20497,1.20465,1.20481,177,0
2021.05.03 16:15,1.20482,1.20521,1.20475,1.2051,232,0
2021.05.03 16:20,1.2051,1.20517,1.20497,1.20498,155,0
2021.05.03 16:25,1.20494,1.20532,1.20491,1.20532,168,0
2021.05.03 16:30,1.20533,1.20537,1.2045,1.2045,389,0
2021.05.03 16:35,1.2045,1.20503,1.2045,1.20502,419,0
2021.05.03 16:40,1.20499,1.20519,1.20486,1.2051,282,0
2021.05.03 16:45,1.2051,1.20541,1.20501,1.20531,282,0
2021.05.03 16:50,1.20531,1.20575,1.20521,1.20565,274,0
2021.05.03 16:55,1.20565,1.20605,1.20521,1.20573,282,0
2021.05.03 17:00,1.20575,1.2066,1.20568,1.20649,742,0
2021.05.03 17:05,1.20648,1.20683,1.20633,1.20639,429,0
2021.05.03 17:10,1.2064,1.2069,1.20639,1.20689,326,0
2021.05.03 17:15,1.20688,1.20727,1.20678,1.20692,420,0
2021.05.03 17:20,1.20693,1.20722,1.20662,1.20677,321,0
2021.05.03 17:25,1.20674,1.20698,1.20665,1.20682,261,0
2021.05.03 17:30,1.20682,1.20738,1.20673,1.20729,378,0
2021.05.03 17:35,1.2073,1.20746,1.20696,1.20715,245,0
2021.05.03 17:40,1.20716,1.20736,1.20697,1.20708,237,0
2021.05.03 17:45,1.20708,1.2075,1.20696,1.20746,251,0
2021.05.03 17:50,1.20746,1.20757,1.20711,1.20716,285,0
2021.05.03 17:55,1.20717,1.20757,1.20706,1.20735,356,0
2021.05.03 18:00,1.20732,1.2075,1.20728,1.20746,293,0
2021.05.03 18:05,1.20748,1.20759,1.20715,1.20717,230,0
2021.05.03 18:10,1.20718,1.20739,1.20669,1.20669,300,0
2021.05.03 18:15,1.20669,1.20681,1.20666,1.20675,178,0
2021.05.03 18:20,1.20675,1.20678,1.20663,1.20664,176,0
2021.05.03 18:25,1.20664,1.20671,1.2065,1.20659,152,0
2021.05.03 18:30,1.20659,1.20663,1.2063,1.20636,148,0
2021.05.03 18:35,1.20635,1.20647,1.20631,1.20636,112,0
2021.05.03 18:40,1.20641,1.20643,1.20613,1.20619,78,0
2021.05.03 18:45,1.20617,1.20621,1.20606,1.2061,66,0
2021.05.03 18:50,1.20611,1.20614,1.20596,1.20604,97,0
2021.05.03 18:55,1.20604,1.20619,1.20585,1.20587,94,0
2021.05.03 19:00,1.20585,1.20607,1.2057,1.20598,174,0
2021.05.03 19:05,1.20598,1.20603,1.20564,1.20564,98,0
2021.05.03 19:10,1.20564,1.2057,1.20553,1.20555,124,0
2021.05.03 19:15,1.20555,1.20564,1.20554,1.20554,74,0
2021.05.03 19:20,1.20554,1.20558,1.20543,1.20556,99,0
2021.05.03 19:25,1.20556,1.20559,1.20543,1.20544,84,0
2021.05.03 19:30,1.20544,1.20561,1.20541,1.20561,125,0
2021.05.03 19:35,1.20561,1.20584,1.20561,1.20582,71,0
2021.05.03 19:40,1.20585,1.20585,1.20568,1.20573,105,0
2021.05.03 19:45,1.20573,1.20584,1.2057,1.20584,90,0
2021.05.03 19:50,1.20584,1.20593,1.20572,1.20585,123,0
2021.05.03 19:55,1.20582,1.20582,1.20514,1.20529,237,0
2021.05.03 20:00,1.20529,1.20552,1.20515,1.20549,175,0
2021.05.03 20:05,1.20548,1.20583,1.20548,1.20577,83,0
2021.05.03 20:10,1.20577,1.20589,1.20566,1.20586,132,0
2021.05.03 20:15,1.20586,1.20592,1.20573,1.20586,125,0
2021.05.03 20:20,1.20586,1.20599,1.20584,1.20586,134,0
2021.05.03 20:25,1.20587,1.20589,1.20575,1.20586,99,0
2021.05.03 20:30,1.20585,1.20604,1.20584,1.20602,82,0
2021.05.03 20:35,1.20603,1.20621,1.20603,1.20611,62,0
2021.05.03 20:40,1.20612,1.20642,1.20606,1.20638,121,0
2021.05.03 20:45,1.20638,1.20655,1.20625,1.20627,123,0
2021.05.03 20:50,1.20631,1.20638,1.20611,1.20618,76,0
2021.05.03 20:55,1.20618,1.20622,1.20606,1.20607,99,0
2021.05.03 21:00,1.20607,1.20609,1.20596,1.20607,149,0
2021.05.03 21:05,1.20607,1.20623,1.20605,1.20621,41,0
2021.05.03 21:10,1.2062,1.20648,1.20618,1.20647,83,0
2021.05.03 21:15,1.20646,1.20664,1.20642,1.20653,103,0
2021.05.03 21:20,1.20653,1.20673,1.20649,1.20656,99,0
2021.05.03 21:25,1.20656,1.20671,1.20653,1.20667,100,0
2021.05.03 21:30,1.20667,1.2067,1.20644,1.20651,116,0
2021.05.03 21:35,1.20651,1.20662,1.20642,1.20644,92,0
2021.05.03 21:40,1.20643,1.2066,1.20639,1.20654,73,0
2021.05.03 21:45,1.20654,1.20673,1.20647,1.20662,99,0
2021.05.03 21:50,1.20662,1.20673,1.20661,1.20669,91,0
2021.05.03 21:55,1.20666,1.20671,1.20637,1.20668,166,0
2021.05.03 22:00,1.20668,1.20668,1.20642,1.20647,115,0
2021.05.03 22:05,1.20648,1.20648,1.20613,1.20628,82,0
2021.05.03 22:10,1.20628,1.20641,1.20625,1.20628,92,0
2021.05.03 22:15,1.20627,1.20627,1.20617,1.20621,98,0
2021.05.03 22:20,1.20621,1.20624,1.20612,1.20623,51,0
2021.05.03 22:25,1.20624,1.20628,1.20617,1.20618,38,0
2021.05.03 22:30,1.20618,1.20639,1.20618,1.20638,33,0
2021.05.03 22:35,1.20637,1.20641,1.20627,1.20632,53,0
2021.05.03 22:40,1.20632,1.20642,1.2063,1.20636,27,0
2021.05.03 22:45,1.20626,1.20653,1.20626,1.20645,65,0
2021.05.03 22:50,1.20645,1.20648,1.20635,1.20647,136,0
2021.05.03 22:55,1.20642,1.20651,1.20635,1.20636,113,0
2021.05.03 23:00,1.20636,1.20649,1.20627,1.20629,80,0
2021.05.03 23:05,1.20628,1.20635,1.20626,1.20633,45,0
2021.05.03 23:10,1.20633,1.20638,1.20626,1.20626,53,0
2021.05.03 23:15,1.20625,1.20627,1.20616,1.20616,48,0
2021.05.03 23:20,1.20616,1.20623,1.20613,1.20617,43,0
2021.05.03 23:25,1.20617,1.2062,1.20605,1.20616,53,0
2021.05.03 23:30,1.20615,1.20626,1.20615,1.20621,30,0
2021.05.03 23:35,1.20621,1.20627,1.20618,1.20625,39,0
2021.05.03 23:40,1.20625,1.20636,1.20625,1.20631,36,0
2021.05.03 23:45,1.20631,1.20641,1.2063,1.20631,51,0
2021.05.03 23:50,1.20631,1.20642,1.20623,1.20624,70,0
2021.05.03 23:55,1.20625,1.20633,1.2062,1.20629,61,0
2021.05.04 00:00,1.2063,1.20638,1.20615,1.20629,23,0
2021.05.04 00:05,1.20629,1.20635,1.20627,1.20628,27,0
2021.05.04 00:10,1.2063,1.20636,1.20616,1.20631,28,0
2021.05.04 00:15,1.20632,1.20632,1.2061,1.20615,29,0
2021.05.04 00:20,1.20618,1.2062,1.20609,1.2062,34,0
2021.05.04 00:25,1.20611,1.20628,1.20603,1.20625,39,0
2021.05.04 00:30,1.20625,1.20635,1.20623,1.20624,29,0
2021.05.04 00:35,1.20624,1.2063,1.20624,1.20629,17,0
2021.05.04 00:40,1.20628,1.20641,1.20614,1.20624,49,0
2021.05.04 00:45,1.20627,1.20639,1.20624,1.2063,19,0
2021.05.04 00:50,1.20631,1.2064,1.20628,1.2063,30,0
2021.05.04 00:55,1.2063,1.20639,1.20624,1.20624,20,0
2021.05.04 01:00,1.20624,1.20633,1.2061,1.20613,154,0
2021.05.04 01:05,1.20612,1.20621,1.20601,1.20615,190,0
2021.05.04 01:10,1.20615,1.20619,1.20612,1.20616,110,0
2021.05.04 01:15,1.20616,1.20631,1.20612,1.20626,73,0
2021.05.04 01:20,1.20626,1.20627,1.20599,1.20599,69,0
2021.05.04 01:25,1.20599,1.20604,1.20592,1.20604,31,0
2021.05.04 01:30,1.20604,1.20613,1.20602,1.2061,28,0
2021.05.04 01:35,1.2061,1.20615,1.20593,1.20593,38,0
2021.05.04 01:40,1.20596,1.20597,1.20588,1.20597,33,0
2021.05.04 01:45,1.20597,1.206,1.20585,1.20585,23,0
2021.05.04 01:50,1.20586,1.2059,1.20583,1.2059,24,0
2021.05.04 01:55,1.20593,1.20595,1.20591,1.20593,27,0
2021.05.04 02:00,1.20592,1.20597,1.20585,1.20596,43,0
2021.05.04 02:05,1.20595,1.20595,1.20583,1.2059,42,0
2021.05.04 02:10,1.2059,1.20592,1.20585,1.20587,30,0
2021.05.04 02:15,1.20586,1.20588,1.20576,1.20579,42,0
2021.05.04 02:20,1.20571,1.20579,1.20564,1.20569,36,0
2021.05.04 02:25,1.20571,1.20581,1.20571,1.20575,28,0
2021.05.04 02:30,1.20574,1.20581,1.20569,1.20578,37,0
2021.05.04 02:35,1.20581,1.20586,1.20576,1.20582,32,0
2021.05.04 02:40,1.20585,1.20585,1.20574,1.20579,35,0
2021.05.04 02:45,1.20579,1.20583,1.20574,1.20582,31,0
2021.05.04 02:50,1.20582,1.20584,1.20577,1.2058,40,0
2021.05.04 02:55,1.2058,1.20591,1.20579,1.2059,35,0
2021.05.04 03:00,1.2059,1.20602,1.20587,1.20595,97,0
2021.05.04 03:05,1.20595,1.20595,1.20551,1.20556,71,0
2021.05.04 03:10,1.20556,1.2056,1.20534,1.20547,116,0
2021.05.04 03:15,1.20547,1.20561,1.20542,1.20555,86,0
2021.05.04 03:20,1.20555,1.20556,1.2053,1.20538,93,0
2021.05.04 03:25,1.20538,1.20554,1.20533,1.20542,69,0
2021.05.04 03:30,1.20541,1.20544,1.20532,1.20535,60,0
2021.05.04 03:35,1.20535,1.20542,1.20532,1.2054,47,0
2021.05.04 03:40,1.2054,1.2057,1.20537,1.20567,64,0
2021.05.04 03:45,1.20566,1.20576,1.20564,1.20575,57,0
2021.05.04 03:50,1.20573,1.2058,1.20562,1.20563,37,0
2021.05.04 03:55,1.20563,1.20567,1.20549,1.20556,43,0
2021.05.04 04:00,1.20559,1.20563,1.20543,1.20551,56,0
2021.05.04 04:05,1.20551,1.20556,1.20537,1.20537,48,0
2021.05.04 04:10,1.20537,1.20544,1.20531,1.20538,55,0
2021.05.04 04:15,1.20538,1.20539,1.20516,1.20518,89,0
2021.05.04 04:20,1.20517,1.20519,1.20501,1.20515,147,0
2021.05.04 04:25,1.20515,1.20521,1.20471,1.20474,125,0
2021.05.04 04:30,1.20478,1.20507,1.20468,1.20498,124,0
2021.05.04 04:35,1.20497,1.20516,1.20486,1.20509,95,0
2021.05.04 04:40,1.20509,1.20512,1.20499,1.205,62,0
2021.05.04 04:45,1.205,1.20501,1.20493,1.20498,61,0
2021.05.04 04:50,1.20497,1.20508,1.20495,1.20495,28,0
2021.05.04 04:55,1.2049,1.2049,1.20464,1.20469,74,0
2021.05.04 05:00,1.20466,1.20486,1.2046,1.20476,96,0
2021.05.04 05:05,1.20476,1.20482,1.2046,1.20464,101,0
2021.05.04 05:10,1.20471,1.20487,1.2047,1.20478,119,0
2021.05.04 05:15,1.20478,1.20481,1.2047,1.20476,84,0
2021.05.04 05:20,1.20476,1.20481,1.20465,1.20471,81,0
2021.05.04 05:25,1.20471,1.20477,1.20454,1.20454,104,0
2021.05.04 05:30,1.20454,1.20457,1.2044,1.20441,85,0
2021.05.04 05:35,1.20435,1.20442,1.20433,1.20434,55,0
2021.05.04 05:40,1.20434,1.20456,1.20434,1.20445,92,0
2021.05.04 05:45,1.20446,1.20453,1.20431,1.2044,106,0
2021.05.04 05:50,1.2044,1.20442,1.20423,1.20431,44,0
2021.05.04 05:55,1.20432,1.20449,1.20423,1.20447,83,0
2021.05.04 06:00,1.20447,1.2045,1.20444,1.20445,42,0
2021.05.04 06:05,1.20445,1.20449,1.20443,1.20445,31,0
2021.05.04 06:10,1.20444,1.20447,1.20426,1.20428,68,0
2021.05.04 06:15,1.20428,1.20432,1.20399,1.20409,77,0
2021.05.04 06:20,1.20409,1.2041,1.20397,1.20401,63,0
2021.05.04 06:25,1.20401,1.20405,1.20399,1.20401,71,0
2021.05.04 06:30,1.20401,1.20416,1.20398,1.20413,45,0
2021.05.04 06:35,1.20412,1.20412,1.20394,1.20396,40,0
2021.05.04 06:40,1.2039,1.20416,1.2039,1.20416,43,0
2021.05.04 06:45,1.20416,1.20416,1.20402,1.20402,64,0
2021.05.04 06:50,1.20404,1.2041,1.20394,1.20395,76,0
2021.05.04 06:55,1.20395,1.20399,1.2039,1.20396,34,0
2021.05.04 07:00,1.20396,1.20405,1.20378,1.2038,126,0
2021.05.04 07:05,1.2038,1.20387,1.20371,1.20381,51,0
2021.05.04 07:10,1.2038,1.20384,1.20379,1.20382,38,0
2021.05.04 07:15,1.20382,1.20393,1.20382,1.20386,72,0
2021.05.04 07:20,1.20387,1.20398,1.20387,1.20397,50,0
2021.05.04 07:25,1.20403,1.20407,1.20394,1.20394,44,0
2021.05.04 07:30,1.20395,1.20428,1.20393,1.20396,246,0
2021.05.04 07:35,1.20395,1.20397,1.2038,1.20386,73,0
2021.05.04 07:40,1.20381,1.20398,1.2038,1.20397,68,0
2021.05.04 07:45,1.20394,1.20403,1.20389,1.20402,44,0
2021.05.04 07:50,1.20402,1.20407,1.20389,1.20391,79,0
2021.05.04 07:55,1.20386,1.20406,1.20386,1.20406,46,0
2021.05.04 08:00,1.20406,1.20409,1.20398,1.20402,74,0
2021.05.04 08:05,1.20402,1.20405,1.20359,1.20359,140,0
2021.05.04 08:10,1.20359,1.20359,1.20339,1.2035,79,0
2021.05.04 08:15,1.20353,1.20364,1.20348,1.20362,58,0
2021.05.04 08:20,1.20361,1.20372,1.2036,1.20365,64,0
2021.05.04 08:25,1.20365,1.20365,1.20341,1.20354,97,0
2021.05.04 08:30,1.20355,1.20365,1.2035,1.20353,74,0
2021.05.04 08:35,1.20353,1.20374,1.20353,1.20369,54,0
2021.05.04 08:40,1.20369,1.20387,1.20367,1.20386,55,0
2021.05.04 08:45,1.20386,1.20386,1.20366,1.20369,56,0
2021.05.04 08:50,1.20371,1.20387,1.20369,1.20387,58,0
2021.05.04 08:55,1.20389,1.20393,1.2036,1.2036,76,0
2021.05.04 09:00,1.20364,1.20369,1.20345,1.20362,212,0
2021.05.04 09:05,1.20362,1.20392,1.2036,1.2037,172,0
